x,y,id
-11475,16000,Ivlev A.V.
47294,-12187,Mikhailov V.P.
47811,-12905,Selivanenko A.S.
48584,-12431,Bazinenkov A.M.
66410,35751,Kurikhina T.V.
-18107,65974,Zhidkov M.A.
-17461,66798,Devisilov V.A.
-19360,65412,Zhidkov D.A.
-18502,66019,Kirikova O.V.
-18447,66414,Spiridonov V.S.
-6850,26520,Kiktenko E.O.
-6235,25334,Strakhov A.A.
-5867,25853,Man'Ko V.I.
7403,-22468,Sharapov V.M.
7855,-22576,Krivitsky S.E.
7485,-21624,Serushkin S.V.
7573,-22813,Zalavutdinov R.K.
8134,-21624,Kulikauskas V.S.
8577,-20459,Didyk A.Y.
8341,-20791,Bekhterev V.A.
8481,-21125,Nikulin V.Y.
8157,-21025,Silin P.V.
8884,-21125,Belous W.
8722,-20862,Wasjak Y.
8682,-21385,Hajewska E.
29493,-72570,Alabin A.N.
29720,-72933,Matveeva I.A.
29864,20094,Chumankin E.A.
13508,-69695,Pesterev A.V.
13953,-69924,Rapoport L.B.
13310,-70724,Tkachev S.B.
-26690,3632,Skripkin A.V.
-22850,-19693,Nifant'ev E.E.
-22519,-18530,Slitikov P.V.
-24243,-20013,Rasadkina E.N.
-50079,-22819,Reznik S.V.
-48251,-22971,Prosuntsov P.V.
-50439,-23973,Azarov A.V.
30496,-39716,Sidnyaev N.I.
30099,-38827,Il’ina Y.S.
41451,-7572,Murashov M.V.
41080,-6973,Panin S.D.
-21570,33342,Shelestov D.
-22413,33059,Lazarev V.
-20678,32089,Karasik V.
-21977,32321,Koshelev K.
-22083,33516,Pnev A.
-22252,32538,Grudinin A.
-29365,-23229,Shablygin M.V.
-28361,-24280,Guzeva T.A.
-46088,18388,Mezhuev Ya.O.
-45820,17935,Artyukhov A.A.
-45345,18044,Piskareva A.I.
-45703,18689,Shtil'Man M.I.
-45148,18586,Gol'Din M.M.
-45504,18381,Korshak Yu.V.
-45397,18811,Solov'Eva I.V.
-45089,18256,Evseev A.K.
13866,-11787,Gul’tsova M.E.
15932,-12558,Popov I.A.
-49458,-23848,Mikhailovskii K.V.
5101,-67091,Kazakov L.N.
4795,-67788,Khodunin A.V.
-939,-14198,Bochkarev S.V.
